Gene ID,PF3D7_0523000,PF3D7_0523000,hybrid,hybrid
KGBI-KZB-054-2021-MSMT-1,150.0,150.0,190.0,190.0
KGKA-BKG-275-2021-MSMT-1,7.0,7.0,9.0,9.0
KGKY-RWB-194-2021-MSMT-1,3.0,3.0,4.0,4.0
KGMU-NSB-286-2021-MSMT-1,12.0,12.0,9.0,9.0
KGKY-RUG-024-2021-MSMT-1,119.0,119.0,210.0,210.0
KGKY-RUG-053-2021-MSMT-1,55.0,55.0,185.0,185.0
KGKY-RWB-178-2021-MSMT-1,6.0,6.0,4.0,4.0
KGBR-BUZ-007-2021-MSMT-1,3.0,3.0,0.0,0.0
KGNG-CVU-244-2021-MSMT-1,4.0,4.0,0.0,0.0
KGMU-NSB-307-2021-MSMT-1,12.0,12.0,30.0,30.0
KGBR-BTU-050-2021-MSMT-1,84.0,84.0,113.0,113.0
KGNG-CVU-186-2021-MSMT-1,4.0,4.0,11.0,11.0
KGNG-CVU-131-2021-MSMT-1,0.0,0.0,0.0,0.0
KGNG-CVU-132-2021-MSMT-1,0.0,0.0,0.0,0.0
KGKA-BKG-200-2021-MSMT-1,0.0,0.0,0.0,0.0
KGMU-NSB-339-2021-MSMT-1,19.0,19.0,32.0,32.0
KGKA-BKG-117-2021-MSMT-1,10.0,10.0,9.0,9.0
KGMU-NSB-306-2021-MSMT-1,0.0,0.0,0.0,0.0
KGKY-RUG-045-2021-MSMT-1,0.0,0.0,0.0,0.0
KGKY-RWB-125-2021-MSMT-1,0.0,0.0,0.0,0.0
KGNG-CVU-185-2021-MSMT-1,3.0,3.0,6.0,6.0
KGBR-BTU-031-2021-MSMT-1,239.0,239.0,349.0,349.0
KGNG-CVU-127-2021-MSMT-1,0.0,0.0,0.0,0.0
KGKA-BKG-045-2021-MSMT-1,119.0,119.0,187.0,187.0
KGBR-BTU-021-2021-MSMT-1,0.0,0.0,0.0,0.0
KGNG-CVU-114-2021-MSMT-1,4.0,4.0,3.0,3.0
KGNG-CVU-261-2021-MSMT-1,0.0,0.0,0.0,0.0
KGKA-BKG-139-2021-MSMT-1,0.0,0.0,0.0,0.0
KGMU-NSB-316-2021-MSMT-1,47.0,47.0,93.0,93.0
KGKY-RUG-068-2021-MSMT-1,18.0,18.0,36.0,36.0
KGMU-NSB-309-2021-MSMT-1,0.0,0.0,0.0,0.0
KGMI-KYK-004-2021-MSMT-1,0.0,0.0,5.0,5.0
KGMU-NSB-357-2021-MSMT-1,120.0,120.0,339.0,339.0
KGMU-NSB-293-2021-MSMT-1,0.0,0.0,0.0,0.0
KGMU-NSB-318-2021-MSMT-1,72.0,72.0,73.0,73.0
KGKA-BKG-273-2021-MSMT-1,4.0,4.0,0.0,0.0
KGMU-NSB-214-2021-MSMT-1,0.0,0.0,0.0,0.0
KGMU-NSB-271-2021-MSMT-1,5.0,5.0,7.0,7.0
KGBR-BTU-077-2021-MSMT-1,15.0,15.0,15.0,15.0
KGBI-KZB-044-2021-MSMT-1,11.0,11.0,22.0,22.0
KGMU-NSB-247-2021-MSMT-1,41.0,41.0,64.0,64.0
KGKA-BKG-074-2021-MSMT-1,7.0,7.0,0.0,0.0
KGKA-BKG-110-2021-MSMT-1,4.0,4.0,3.0,3.0
KGMU-NSB-022-2021-MSMT-1,59.0,59.0,104.0,104.0
KGKA-BKG-083-2021-MSMT-1,0.0,0.0,0.0,0.0
KGKY-RUG-044-2021-MSMT-1,0.0,0.0,0.0,0.0
KGNG-CVU-187-2021-MSMT-1,0.0,0.0,0.0,0.0
KGNG-CVU-241-2021-MSMT-1,27.0,27.0,61.0,61.0
KGKA-BKG-226-2021-MSMT-1,5.0,5.0,3.0,3.0
KGKY-RWB-014-2021-MSMT-1,17.0,17.0,24.0,24.0
KGKY-RWB-162-2021-MSMT-1,4.0,4.0,0.0,0.0
KGNG-CVU-058-2021-MSMT-1,0.0,0.0,0.0,0.0
KGKY-RWB-037-2021-MSMT-1,54.0,54.0,75.0,75.0
KGMI-KYK-053-2021-MSMT-1,0.0,0.0,0.0,0.0
KGMU-RSW-016-2021-MSMT-1,231.0,231.0,219.0,219.0
KGKA-BKG-107-2021-MSMT-1,17.0,17.0,45.0,45.0
KGKY-RWB-012-2021-MSMT-1,0.0,0.0,0.0,0.0
KGKY-RUG-056-2021-MSMT-1,0.0,0.0,0.0,0.0
KGBI-KZB-045-2021-MSMT-1,0.0,0.0,0.0,0.0
KGNG-NTG-024-2021-MSMT-1,0.0,0.0,0.0,0.0
KGNG-CVU-157-2021-MSMT-1,46.0,46.0,49.0,49.0
KGNG-CVU-034-2021-MSMT-1,11.0,11.0,12.0,12.0
KGKA-BKG-039-2021-MSMT-1,0.0,0.0,0.0,0.0
KGKY-RWB-173-2021-MSMT-1,17.0,17.0,59.0,59.0
KGNG-CVU-225-2021-MSMT-1,0.0,0.0,0.0,0.0
KGKA-BKG-042-2021-MSMT-1,247.0,247.0,338.0,338.0
KGKY-RUG-046-2021-MSMT-1,9.0,9.0,20.0,20.0
KGMI-KYK-084-2021-MSMT-1,0.0,0.0,0.0,0.0
KGKA-BKG-173-2021-MSMT-1,5.0,5.0,0.0,0.0
KGNG-CVU-164-2021-MSMT-1,3.0,3.0,0.0,0.0
KGMU-NSB-030-2021-MSMT-1,3.0,3.0,6.0,6.0
KGMU-NSB-280-2021-MSMT-1,6.0,6.0,7.0,7.0
KGMU-NSB-170-2021-MSMT-1,0.0,0.0,5.0,5.0
KGMU-NSB-026-2021-MSMT-1,19.0,19.0,58.0,58.0
KGMU-NSB-075-2021-MSMT-1,16.0,16.0,69.0,69.0
KGNG-CVU-236-2021-MSMT-1,4.0,4.0,0.0,0.0
KGMU-NSB-334-2021-MSMT-1,0.0,0.0,0.0,0.0
KGNG-CVU-155-2021-MSMT-1,93.0,93.0,130.0,130.0
KGBR-BUZ-012-2021-MSMT-1,286.0,286.0,337.0,337.0
KGMU-NSB-342-2021-MSMT-1,179.0,179.0,535.0,535.0
KGKY-RUG-047-2021-MSMT-1,11.0,11.0,25.0,25.0
KGMU-RSW-008-2021-MSMT-1,129.0,129.0,137.0,137.0
KGKA-BKG-225-2021-MSMT-1,0.0,0.0,0.0,0.0
KGKY-RUG-063-2021-MSMT-1,13.0,13.0,10.0,10.0
KGNG-NTG-048-2021-MSMT-1,183.0,183.0,217.0,217.0
KGKY-RWB-065-2021-MSMT-1,11.0,11.0,18.0,18.0
KGNG-CVU-046-2021-MSMT-1,0.0,0.0,0.0,0.0
KGKA-BKG-252-2021-MSMT-1,0.0,0.0,11.0,11.0
KGMI-KYK-076-2021-MSMT-1,20.0,20.0,22.0,22.0
KGMU-NSB-296-2021-MSMT-1,0.0,0.0,0.0,0.0
KGKA-BKG-051-2021-MSMT-1,4.0,4.0,0.0,0.0
KGKA-BKG-238-2021-MSMT-1,0.0,0.0,9.0,9.0
KGKY-RUG-077-2021-MSMT-1,0.0,0.0,0.0,0.0
KGKA-BKG-253-2021-MSMT-1,0.0,0.0,0.0,0.0
KGKY-RWB-198-2021-MSMT-1,0.0,0.0,0.0,0.0
KGNG-CVU-008-2021-MSMT-1,254.0,254.0,204.0,204.0
KGMU-NSB-010-2021-MSMT-1,0.0,0.0,0.0,0.0
KGMU-NSB-292-2021-MSMT-1,3.0,3.0,0.0,0.0
KGNG-CVU-175-2021-MSMT-1,3.0,3.0,0.0,0.0
KGMU-NSB-237-2021-MSMT-1,7.0,7.0,12.0,12.0
KGKY-RWB-191-2021-MSMT-1,6.0,6.0,3.0,3.0
KGKY-RUG-076-2021-MSMT-1,12.0,12.0,20.0,20.0
KGNG-CVU-148-2021-MSMT-1,38.0,38.0,46.0,46.0
KGNG-NTG-028-2021-MSMT-1,105.0,105.0,108.0,108.0
KGKA-BKG-013-2021-MSMT-1,0.0,0.0,0.0,0.0
KGKA-BKG-048-2021-MSMT-1,59.0,59.0,74.0,74.0
KGNG-NTG-041-2021-MSMT-1,0.0,0.0,0.0,0.0
KGKY-RWB-093-2021-MSMT-1,0.0,0.0,0.0,0.0
KGMU-NSB-215-2021-MSMT-1,0.0,0.0,0.0,0.0
KGBR-BUZ-021-2021-MSMT-1,28.0,28.0,53.0,53.0
KGMU-NSB-032-2021-MSMT-1,192.0,192.0,218.0,218.0
KGKY-BKG-190-2021-MSMT-1,8.0,8.0,4.0,4.0
KGKY-RWB-070-2021-MSMT-1,0.0,0.0,0.0,0.0
KGMU-RSW-038-2021-MSMT-1,379.0,379.0,424.0,424.0
KGKA-BKG-007-2021-MSMT-1,0.0,0.0,0.0,0.0
KGMU-NSB-044-2021-MSMT-1,187.0,187.0,251.0,251.0
KGNG-CVU-124-2021-MSMT-1,4.0,4.0,0.0,0.0
KGNG-NTG-017-2021-MSMT-1,3.0,3.0,11.0,11.0
KGKA-BKG-022-2021-MSMT-1,0.0,0.0,0.0,0.0
KGBR-BTU-076-2021-MSMT-1,25.0,25.0,34.0,34.0
KGBR-BTU-030-2021-MSMT-1,280.0,280.0,354.0,354.0
KGMU-NSB-198-2021-MSMT-1,0.0,0.0,0.0,0.0
KGNG-CVU-122-2021-MSMT-1,0.0,0.0,0.0,0.0
KGKA-BKG-160-2021-MSMT-1,7.0,7.0,0.0,0.0
KGKA-BKG-205-2021-MSMT-1,5.0,5.0,3.0,3.0
KGKA-BKG-215-2021-MSMT-1,0.0,0.0,3.0,3.0
KGNG-NTG-036-2021-MSMT-1,0.0,0.0,0.0,0.0
KGMU-RSW-048-2021-MSMT-1,0.0,0.0,0.0,0.0
KGMU-NSB-291-2021-MSMT-1,0.0,0.0,0.0,0.0
KGMU-NSB-279-2021-MSMT-1,4.0,4.0,7.0,7.0
KGKA-BKG-258-2021-MSMT-1,0.0,0.0,0.0,0.0
KGNG-CVU-216-2021-MSMT-1,49.0,49.0,82.0,82.0
KGKA-BKG-203-2021-MSMT-1,0.0,0.0,0.0,0.0
KGNG-CVU-247-2021-MSMT-1,0.0,0.0,0.0,0.0
KGNG-CVU-087-2021-MSMT-1,4.0,4.0,0.0,0.0
KGKA-BKG-044-2021-MSMT-1,11.0,11.0,12.0,12.0
KGBI-KZB-031-2021-MSMT-1,132.0,132.0,137.0,137.0
KGNG-CVU-065-2021-MSMT-1,43.0,43.0,39.0,39.0
KGNG-CVU-094-2021-MSMT-1,0.0,0.0,0.0,0.0
KGNG-NTG-051-2021-MSMT-1,0.0,0.0,0.0,0.0
KGNG-CVU-192-2021-MSMT-1,0.0,0.0,0.0,0.0
KGKY-RWB-049-2021-MSMT-1,190.0,190.0,253.0,253.0
KGNG-CVU-096-2021-MSMT-1,3.0,3.0,20.0,20.0
KGMU-NSB-310-2021-MSMT-1,0.0,0.0,0.0,0.0
KGKY-RUG-052-2021-MSMT-1,32.0,32.0,114.0,114.0
KGNG-CVU-109-2021-MSMT-1,6.0,6.0,9.0,9.0
KGNG-CVU-143-2021-MSMT-1,0.0,0.0,0.0,0.0
KGMI-KYK-035-2021-MSMT-1,426.0,426.0,611.0,611.0
KGKY-RUG-012-2021-MSMT-1,3.0,3.0,7.0,7.0
KGKY-RUG-039-2021-MSMT-1,0.0,0.0,3.0,3.0
KGKY-RWB-061-2021-MSMT-1,0.0,0.0,0.0,0.0
KGMU-NSB-270-2021-MSMT-1,4.0,4.0,4.0,4.0
KGBI-KZB-050-2021-MSMT-1,0.0,0.0,0.0,0.0
KGMU-NSB-287-2021-MSMT-1,53.0,53.0,70.0,70.0
KGKY-RWB-192-2021-MSMT-1,0.0,0.0,0.0,0.0
KGBI-KZB-040-2021-MSMT-1,0.0,0.0,0.0,0.0
KGMU-NSB-304-2021-MSMT-1,0.0,0.0,0.0,0.0
KGMU-NSB-205-2021-MSMT-1,5.0,5.0,0.0,0.0
KGNG-CVU-254-2021-MSMT-1,0.0,0.0,0.0,0.0
KGNG-CVU-210-2021-MSMT-1,7.0,7.0,4.0,4.0
KGKA-BKG-208-2021-MSMT-1,48.0,48.0,68.0,68.0
KGMU-NSB-060-2021-MSMT-1,6.0,6.0,0.0,0.0
KGBI-KZB-028-2021-MSMT-1,160.0,160.0,244.0,244.0
KGMU-NSB-207-2021-MSMT-1,5.0,5.0,0.0,0.0
KGKY-RWB-157-2021-MSMT-1,645.0,645.0,1879.0,1879.0
KGMU-NSB-282-2021-MSMT-1,7.0,7.0,5.0,5.0
KGBR-BTU-027-2021-MSMT-1,15.0,15.0,26.0,26.0
KGMU-NSB-273-2021-MSMT-1,11.0,11.0,11.0,11.0
KGBI-KZB-036-2021-MSMT-1,0.0,0.0,0.0,0.0
KGKY-RWB-022-2021-MSMT-1,162.0,162.0,238.0,238.0
KGNG-CVU-059-2021-MSMT-1,0.0,0.0,0.0,0.0
KGKA-BKG-034-2021-MSMT-1,57.0,57.0,67.0,67.0
KGNG-CVU-144-2021-MSMT-1,138.0,138.0,169.0,169.0
KGMU-RSW-004-2021-MSMT-1,24.0,24.0,26.0,26.0
KGMU-NSB-160-2021-MSMT-1,0.0,0.0,0.0,0.0
KGKY-RWB-052-2021-MSMT-1,5.0,5.0,0.0,0.0
KGKA-BKG-165-2021-MSMT-1,0.0,0.0,0.0,0.0
KGKY-RWB-122-2021-MSMT-1,0.0,0.0,0.0,0.0
KGMU-NSB-284-2021-MSMT-1,7.0,7.0,10.0,10.0
KGMI-KYK-068-2021-MSMT-1,20.0,20.0,25.0,25.0
KGNG-CVU-116-2021-MSMT-1,138.0,138.0,160.0,160.0
KGNG-CVU-082-2021-MSMT-1,46.0,46.0,59.0,59.0
KGKY-RWB-050-2021-MSMT-1,232.0,232.0,330.0,330.0
KGMU-NSB-352-2021-MSMT-1,102.0,102.0,332.0,332.0
KGBI-KZB-009-2021-MSMT-1,33.0,33.0,94.0,94.0
KGKY-RWB-042-2021-MSMT-1,183.0,183.0,140.0,140.0
KGNG-NTG-021-2021-MSMT-1,0.0,0.0,0.0,0.0
KGNG-CVU-012-2021-MSMT-1,0.0,0.0,0.0,0.0
KGKA-BKG-127-2021-MSMT-1,0.0,0.0,0.0,0.0
KGNG-CVU-245-2021-MSMT-1,0.0,0.0,0.0,0.0
KGMU-NSB-256-2021-MSMT-1,0.0,0.0,0.0,0.0
KGKA-BKG-118-2021-MSMT-1,6.0,6.0,30.0,30.0
KGKY-RWB-113-2021-MSMT-1,122.0,122.0,322.0,322.0
KGNG-CVU-232-2021-MSMT-1,0.0,0.0,0.0,0.0
KGKY-RWB-174-2021-MSMT-1,0.0,0.0,4.0,4.0
KGNG-CVU-020-2021-MSMT-1,32.0,32.0,54.0,54.0
KGNG-CVU-202-2021-MSMT-1,0.0,0.0,0.0,0.0
KGKY-RWB-099-2021-MSMT-1,0.0,0.0,0.0,0.0
KGKA-BKG-109-2021-MSMT-1,9.0,9.0,4.0,4.0
KGKY-RWB-030-2021-MSMT-1,114.0,114.0,146.0,146.0
KGNG-NTG-020-2021-MSMT-1,20.0,20.0,23.0,23.0
KGNG-CVU-215-2021-MSMT-1,0.0,0.0,0.0,0.0
KGKA-BKG-068-2021-MSMT-1,0.0,0.0,0.0,0.0
KGKY-RWB-041-2021-MSMT-1,0.0,0.0,0.0,0.0
KGKA-BKG-237-2021-MSMT-1,0.0,0.0,0.0,0.0
KGKY-RUG-057-2021-MSMT-1,0.0,0.0,0.0,0.0
KGNG-CVU-138-2021-MSMT-1,0.0,0.0,0.0,0.0
KGMU-NSB-221-2021-MSMT-1,0.0,0.0,0.0,0.0
KGMI-KYK-044-2021-MSMT-1,272.0,272.0,340.0,340.0
KGNG-CVU-145-2021-MSMT-1,0.0,0.0,0.0,0.0
KGKY-RWB-056-2021-MSMT-1,0.0,0.0,0.0,0.0
KGMI-KYK-063-2021-MSMT-1,0.0,0.0,0.0,0.0
KGMU-NSB-353-2021-MSMT-1,26.0,26.0,68.0,68.0
KGNG-NTG-012-2021-MSMT-1,71.0,71.0,133.0,133.0
KGMU-NSB-249-2021-MSMT-1,12.0,12.0,27.0,27.0
KGNG-CVU-110-2021-MSMT-1,0.0,0.0,0.0,0.0
KGMU-NSB-329-2021-MSMT-1,0.0,0.0,0.0,0.0
KGMU-NSB-208-2021-MSMT-1,3.0,3.0,0.0,0.0
KGNG-CVU-184-2021-MSMT-1,5.0,5.0,5.0,5.0
KGKY-RWB-067-2021-MSMT-1,0.0,0.0,0.0,0.0
KGKA-BKG-124-2021-MSMT-1,1504.0,1504.0,3769.0,3769.0
KGMU-NSB-062-2021-MSMT-1,0.0,0.0,7.0,7.0
KGKY-RWB-117-2021-MSMT-1,0.0,0.0,7.0,7.0
KGKY-RUG-008-2021-MSMT-1,0.0,0.0,0.0,0.0
KGNG-CVU-098-2021-MSMT-1,0.0,0.0,0.0,0.0
KGKA-BKG-212-2021-MSMT-1,16.0,16.0,21.0,21.0
KGNG-CVU-084-2021-MSMT-1,0.0,0.0,0.0,0.0
KGKY-RWB-017-2021-MSMT-1,10.0,10.0,13.0,13.0
KGMU-NSB-155-2021-MSMT-1,19.0,19.0,57.0,57.0
KGMU-NSB-258-2021-MSMT-1,3.0,3.0,0.0,0.0
KGNG-CVU-103-2021-MSMT-1,0.0,0.0,0.0,0.0
KGNG-CVU-047-2021-MSMT-1,214.0,214.0,266.0,266.0
KGKA-BKG-004-2021-MSMT-1,76.0,76.0,92.0,92.0
KGMU-NSB-211-2021-MSMT-1,0.0,0.0,0.0,0.0
KGMU-NSB-067-2021-MSMT-1,0.0,0.0,0.0,0.0
KGKY-RUG-018-2021-MSMT-1,27.0,27.0,35.0,35.0
KGKY-RWB-127-2021-MSMT-1,0.0,0.0,0.0,0.0
KGKY-BKG-155-2021-MSMT-1,0.0,0.0,0.0,0.0
KGKY-RWB-153-2021-MSMT-1,8.0,8.0,0.0,0.0
KGNG-CVU-060-2021-MSMT-1,0.0,0.0,0.0,0.0
KGMU-NSB-047-2021-MSMT-1,0.0,0.0,0.0,0.0
KGNG-CVU-056-2021-MSMT-1,40.0,40.0,54.0,54.0
KGKA-BKG-133-2021-MSMT-1,12.0,12.0,0.0,0.0
KGMU-NSB-301-2021-MSMT-1,0.0,0.0,0.0,0.0
KGMU-NSB-302-2021-MSMT-1,0.0,0.0,0.0,0.0
KGKA-BKG-181-2021-MSMT-1,0.0,0.0,7.0,7.0
KGMU-RSW-005-2021-MSMT-1,33.0,33.0,53.0,53.0
KGKY-RUG-020-2021-MSMT-1,23.0,23.0,38.0,38.0
KGKY-RWB-142-2021-MSMT-1,0.0,0.0,0.0,0.0
KGKY-RUG-061-2021-MSMT-1,0.0,0.0,0.0,0.0
KGKY-RWB-074-2021-MSMT-1,0.0,0.0,0.0,0.0
KGNG-NTG-004-2021-MSMT-1,4.0,4.0,0.0,0.0
KGMU-NSB-218-2021-MSMT-1,0.0,0.0,0.0,0.0
KGMU-NSB-264-2021-MSMT-1,22.0,22.0,36.0,36.0
KGKY-RWB-109-2021-MSMT-1,0.0,0.0,0.0,0.0
KGNG-CVU-045-2021-MSMT-1,62.0,62.0,75.0,75.0
KGNG-CVU-085-2021-MSMT-1,0.0,0.0,0.0,0.0
KGNG-CVU-196-2021-MSMT-1,46.0,46.0,59.0,59.0
KGKA-BKG-023-2021-MSMT-1,0.0,0.0,0.0,0.0
KGNG-CVU-069-2021-MSMT-1,99.0,99.0,131.0,131.0
KGKA-BKG-021-2021-MSMT-1,0.0,0.0,0.0,0.0
KGNG-CVU-153-2021-MSMT-1,0.0,0.0,4.0,4.0
KGNG-CVU-166-2021-MSMT-1,3.0,3.0,0.0,0.0
KGBR-BTU-065-2021-MSMT-1,0.0,0.0,0.0,0.0
KGKA-BKG-120-2021-MSMT-1,0.0,0.0,0.0,0.0
KGMU-NSB-311-2021-MSMT-1,0.0,0.0,0.0,0.0
KGMU-NSB-268-2021-MSMT-1,0.0,0.0,0.0,0.0
KGKA-BKG-174-2021-MSMT-1,9.0,9.0,8.0,8.0
KGKA-BKG-061-2021-MSMT-1,8.0,8.0,3.0,3.0
KGMU-NSB-042-2021-MSMT-1,97.0,97.0,143.0,143.0
KGMU-RSW-010-2021-MSMT-1,272.0,272.0,317.0,317.0
KGMU-NSB-206-2021-MSMT-1,7.0,7.0,0.0,0.0
KGBI-KZB-023-2021-MSMT-1,0.0,0.0,0.0,0.0
KGNG-CVU-240-2021-MSMT-1,5.0,5.0,5.0,5.0
KGMU-RSW-032-2021-MSMT-1,0.0,0.0,0.0,0.0
KGKY-RUG-038-2021-MSMT-1,0.0,0.0,0.0,0.0
KGKY-RWB-168-2021-MSMT-1,4.0,4.0,0.0,0.0
KGNG-CVU-032-2021-MSMT-1,0.0,0.0,0.0,0.0
KGMU-RSW-035-2021-MSMT-1,0.0,0.0,0.0,0.0
KGKA-BKG-235-2021-MSMT-1,0.0,0.0,0.0,0.0
KGNG-CVU-049-2021-MSMT-1,0.0,0.0,3.0,3.0
KGKA-BKG-025-2021-MSMT-1,144.0,144.0,113.0,113.0
KGKA-BKG-249-2021-MSMT-1,0.0,0.0,0.0,0.0
KGMU-NSB-358-2021-MSMT-1,42.0,42.0,152.0,152.0
KGKY-RWB-033-2021-MSMT-1,0.0,0.0,0.0,0.0
KGBR-BTU-041-2021-MSMT-1,188.0,188.0,317.0,317.0
KGMI-KYK-056-2021-MSMT-1,0.0,0.0,0.0,0.0
KGMU-NSB-148-2021-MSMT-1,11.0,11.0,20.0,20.0
KGKA-BKG-270-2021-MSMT-1,0.0,0.0,0.0,0.0
KGKA-BKG-069-2021-MSMT-1,29.0,29.0,67.0,67.0
KGMU-NSB-321-2021-MSMT-1,74.0,74.0,126.0,126.0
KGMU-NSB-262-2021-MSMT-1,53.0,53.0,68.0,68.0
KGNG-NTG-015-2021-MSMT-1,86.0,86.0,89.0,89.0
KGKY-RUG-009-2021-MSMT-1,24.0,24.0,45.0,45.0
KGNG-CVU-165-2021-MSMT-1,6.0,6.0,0.0,0.0
KGMU-NSB-219-2021-MSMT-1,0.0,0.0,0.0,0.0
KGKY-BKG-153-2021-MSMT-1,8.0,8.0,48.0,48.0
KGBI-KZB-018-2021-MSMT-1,27.0,27.0,34.0,34.0
KGNG-CVU-038-2021-MSMT-1,0.0,0.0,0.0,0.0
KGMU-NSB-323-2021-MSMT-1,44.0,44.0,47.0,47.0
KGKA-BKG-257-2021-MSMT-1,8.0,8.0,5.0,5.0
KGMU-NSB-335-2021-MSMT-1,0.0,0.0,0.0,0.0
KGNG-NTG-046-2021-MSMT-1,31.0,31.0,45.0,45.0
KGKY-RWB-021-2021-MSMT-1,22.0,22.0,33.0,33.0
KGMU-NSB-295-2021-MSMT-1,7.0,7.0,12.0,12.0
KGNG-CVU-093-2021-MSMT-1,0.0,0.0,7.0,7.0
KGNG-CVU-031-2021-MSMT-1,3.0,3.0,6.0,6.0
KGNG-CVU-107-2021-MSMT-1,52.0,52.0,54.0,54.0
KGNG-CVU-211-2021-MSMT-1,0.0,0.0,0.0,0.0
KGKA-BKG-135-2021-MSMT-1,0.0,0.0,0.0,0.0
